Year,Make,Model,Used/New,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,ExteriorColor,InteriorColor,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock#,Mileage
2018,BMW,440 Gran Coupe i xDrive,Used,"$32,995 ",4.7,7,Dealer,Jaguar Land Rover West Chester,4.6,43,1330 Wilmington Pike West Chester,PA,19382,Good,4.7,4.7,5,4.6,5,4.4,Black Sapphire Metallic,Cognac/Dark Brown,All-wheel Drive,21,31,Gasoline,Automatic,Intercooled Turbo Premium Unleaded I-6 3.0 L/183,WBA4J7C50JBH14134,P4842A,61160
2019,BMW,X2 xDrive28i,BMW Certified,"$32,998 ",4.6,7,Dealer,BMW of San Francisco,4.4,197,1675 Howard St San Francisco,CA,94103,Good,4.7,4.9,4.6,4.1,4.9,4.7,Mineral Gray Metallic,Magma Red,All-wheel Drive,21,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXYJ5C59KEF83636,KEF83636L,29810
2018,BMW,340 i xDrive,Used,"$41,532 ",4.9,16,Dealer,BMW of Orland Park,4.5,611,11030 W 159th St Orland Park,IL,60467,Fair,4.9,4.8,5,4.7,4.9,4.9,Platinum Silver Metallic,Black,All-wheel Drive,21,31,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA8B7C59JA586400,VB665,24470
2019,BMW,440 Gran Coupe i xDrive,Used,"$41,990 ",4.8,10,Dealer,Bentley Indianapolis,4.8,505,9450 N Aronson Rd. Indianapolis,IN,46240,Fair,4.9,4.8,5,4.4,5,4.9,Mineral Gray Metallic,Golden Brown,All-wheel Drive,21,31,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA4J7C57KBM76197,M76197,23911
2019,BMW,440 i xDrive,BMW Certified,"$42,189 ",4.3,7,Dealer,International Autos,3.4,88,2400 S 108th St West Allis,WI,53227,Good,4.4,4.1,4.9,3.4,5,4.2,Black Sapphire Metallic,Black,All-wheel Drive,21,31,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA4W9C59KAF98596,29242,36695
2017,Buick,LaCrosse Premium,Used,"$28,994 ",4.8,95,Dealer,Four Stars Chrysler Dodge Jeep Ram,3.5,3,308 TX-148 Henrietta,TX,76365,Fair,4.9,4.8,4.8,4.8,4.8,4.7,Pepperdust Metallic,Light Neutral,Front-wheel Drive,21,31,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1G4ZR5SS2HU159854,HU159854,33148
2016,Cadillac,CTS 2.0L Turbo Standard,Used,"$22,999 ",4.6,35,Dealer,CarVision Nissan,4.5,362,661 Airport Rd. Hazleton,PA,18202,Fair,4.6,4.5,4.7,4.5,4.8,4.6,Black Raven,Light Platinum / Jet Black,Rear-wheel Drive,21,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1G6AP5SX4G0177705,177705,63838
2017,Chevrolet,Equinox LT,Used,"$16,990 ",4.7,280,Dealer,Tim Short Mitsubishi,4.9,122,1650 Wilma Rudolph Blvd Clarksville,TN,37040,Good,4.8,4.7,4.6,4.7,4.8,4.8,Silver Ice Metallic,Jet Black,Front-wheel Drive,21,31,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,2GNALCEKXH6102892,DS346,89456
2017,Chevrolet,Equinox Premier,Used,"$19,991 ",4.7,280,Dealer,AutoNation Chevrolet Gilbert,4.5,593,3215 S Auto Way Gilbert,AZ,85297,Great,4.8,4.7,4.6,4.7,4.8,4.8,Black,–,Front-wheel Drive,21,31,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,2GNALDEK8H1566928,H1566928,66068
2017,Chevrolet,Equinox 1LT,Used,"$21,030 ",4.7,280,Dealer,Waldorf Chevrolet Cadillac,4.6,335,2298 Crain Hwy Waldorf,MD,20601,Good,4.8,4.7,4.6,4.7,4.8,4.8,Mosaic Black Metallic,Jet Black,Front-wheel Drive,21,31,Gasoline,Automatic,Gas I4 2.4/145,2GNALCEK3H1598910,PG3151,48235
2017,Chevrolet,Equinox LS,Used,"$21,940 ",4.7,280,Dealer,Advantage Chrysler Jeep Dodge RAM,3.9,96,18311 US-441 Mt Dora,FL,32757,Good,4.8,4.7,4.6,4.7,4.8,4.8,Summit White,Jet Black,Front-wheel Drive,21,31,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,2GNALBEK4H1514166,368740,32258
2020,Ford,Fusion Titanium,Used,"$24,500 ",4.8,70,Dealer,Patty Peck Honda,4.7,958,555 Sunnybrook Rd Ridgeland,MS,39157,Great,4.8,4.8,4.7,4.7,4.9,4.8,Magnetic Metallic,Russet,Front-wheel Drive,21,31,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3FA6P0K95LR127791,P17900,68155
2018,Ford,Mustang EcoBoost Premium,Used,"$26,499 ",4.8,192,Dealer,AutoNation Ford Scottsdale,4.3,1366,8555 E Frank Lloyd Wright Blvd Scottsdale,AZ,85260,Great,4.7,4.8,4.9,4.6,4.9,4.8,Ingot Silver Metallic,–,Rear-wheel Drive,21,31,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FA6P8TH1J5167919,J5167919,33282
2019,Ford,Mustang EcoBoost,Ford Certified,"$29,000 ",4.7,154,Dealer,Five Star Ford Dallas,4.7,373,8900 President George Bush Turnpike Dallas,TX,75252,Great,4.6,4.7,4.9,4.6,4.9,4.7,Magnetic,Ebony,Rear-wheel Drive,21,31,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FA6P8TH8K5194407,KBB7871,24775
2013,Lexus,ES 350 Base,Used,"$14,899 ",4.7,99,Dealer,Prestige Imports Auto Sales,3.7,54,654 W Bridge St Morrisville,PA,19067,NA,4.8,4.6,4.7,4.5,4.6,4.8,Brown,Beige,Front-wheel Drive,21,31,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,JTHBK1GG4D2001978,1978,54767
2016,Lexus,ES 350 Base,Used,"$28,700 ",4.9,83,Dealer,Wells Auto Group,3.5,52,800 N Central Expy McKinney,TX,75070,Fair,4.9,4.9,4.9,4.8,4.8,4.9,Nebula Gray Pearl,Parchment,Front-wheel Drive,21,31,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,58ABK1GG2GU009396,GU009396,45415
2018,Lincoln,MKZ Select,Used,"$22,995 ",4.9,45,Dealer,DFW Autos,5,3,4605 Hickory Tree Road Balch Springs,TX,75180,Great,4.8,4.8,5,4.7,4.9,4.9,White,Cream,Front-wheel Drive,21,31,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5C92JR604316,604316,43485
2014,Mercedes-Benz,E-Class E 350,Used,"$21,500 ",4.8,176,Private,IRVING,4.2,8,Warner Robins,GA,31088,Good,4.9,4.8,4.8,4.6,4.9,4.8,Gray,White,Rear-wheel Drive,21,31,Gasoline Fuel,7-Speed A/T,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,WDDHF5KBXEB002305,–,66380
2019,Volvo,S90 T6 Momentum,Used,"$34,500 ",4.9,8,Dealer,Alpha Motorsports Fredericksburg,4.6,1129,410 Hudgins Rd Fredericksburg,VA,22408,Good,5,5,4.8,4.6,4.9,5,Black,Brown,All-wheel Drive,21,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,LVYA22MKXKP110224,S0224,37229
2020,Volvo,S90 T6 R-Design,Used,"$44,989 ",5,5,Dealer,McGrath Volvo Cars Barrington,4.3,131,1415 S Barrington Rd Barrington,IL,60010,Good,5,5,5,5,5,5,Crystal White Metallic,Charcoal,All-wheel Drive,21,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,LVYA22MTXLP171311,LPV1631,30051
2020,Acura,TLX V6,Used,"$27,990 ",4.9,32,Dealer,Stream Auto Outlet,4.4,89,324 W Merrick RD Valley Stream,NY,11580,NA,4.9,4.8,4.8,4.8,4.8,4.9,Gray,Ebony,Front-wheel Drive,20,31,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,19UUB2F31LA001585,2511,52756
2020,Acura,TLX Tech,Acura Certified,"$34,244 ",4.9,32,Dealer,Bridgewater Acura,4.7,1479,1231 US Highway 22 Bridgewater,NJ,8807,Good,4.9,4.8,4.8,4.8,4.8,4.9,–,–,Front-wheel Drive,20,31,Gasoline,Automatic,Premium Unleaded V-6 3.5 L/212,19UUB2F45LA006071,75999A,35084
2020,Acura,TLX V6 w/Technology Package,Used,"$35,998 ",4.9,32,Dealer,CarMax Miami (International Mall) - Now offering Curbside Pickup and Home Delivery,2.4,13,1300 NW 98th Ct Doral,FL,33172,Good,4.9,4.8,4.8,4.8,4.8,4.9,White,Ebony,Front-wheel Drive,20,31,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,19UUB2F49LA002203,23078648,24504
2015,BMW,435 i,Used,"$27,975 ",4.8,27,Dealer,Imotobank,3.1,7,4-8 Industrial Rd Walpole,MA,2081,Great,4.8,4.8,4.9,4.6,4.9,4.8,Blue,Beige,Rear-wheel Drive,20,31,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA3T3C56FP738251,S76,39981
2016,BMW,535 i,Used,"$31,998 ",4.7,28,Dealer,Findlay Honda Henderson,4.6,386,933 Auto Show Dr Henderson,NV,89014,Fair,4.8,4.7,4.7,4.4,4.7,4.7,Mineral Gray Metallic,Ivory White,Rear-wheel Drive,20,31,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA5B1C55GG132621,P16949,48304
2019,Lincoln,MKZ Standard,Used,"$29,689 ",4.9,32,Dealer,EchoPark Automotive Houston Southwest Freeway,4.9,121,10050 Southwest Freeway Houston,TX,77074,Good,5,4.9,4.9,4.9,4.9,5,Infinite Black Metallic,Ebony,Front-wheel Drive,20,31,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5A9XKR623667,PKR623667,12408
2020,Lincoln,MKZ Standard,Used,"$29,900 ",4.8,12,Dealer,Brickell Honda,4.5,2748,690 SW 8th St Miami,FL,33130,Good,4.8,4.8,4.8,4.8,4.9,4.8,Infinite Black Metallic,Ebony,Front-wheel Drive,20,31,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5A98LR623118,S58516A,25639
2019,Lincoln,MKZ Reserve I,Used,"$30,954 ",4.9,32,Dealer,Southgate Lincoln,4.8,446,16800 Fort St Southgate,MI,48195,Good,5,4.9,4.9,4.9,4.9,5,Magnetic Gray Metallic,Cappuccino,Front-wheel Drive,20,31,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5C91KR611324,13856,20759
2020,Lincoln,MKZ Reserve,Used,"$41,782 ",4.8,12,Dealer,Heather Cannon Honda,4.9,708,3415 N 14th St Ponca City,OK,74601,Fair,4.8,4.8,4.8,4.8,4.9,4.8,Ceramic Pearl Metallic,Cappuccino,Front-wheel Drive,20,31,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5E94LR609419,N113A,43141
2018,Toyota,RAV4 Hybrid XLE,Used,"$25,900 ",4.8,115,Dealer,Albo Auto Sales,4.5,34,505 W Colfax Palatine,IL,60067,Great,4.8,4.7,4.9,4.7,4.7,4.9,White,Black,All-wheel Drive,34,30,Hybrid,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,JTMRJREV8JD214712,2499,58564
2018,Toyota,RAV4 Hybrid Limited,Toyota Certified,"$30,995 ",4.8,115,Dealer,Toyota Direct,3.9,566,4248 Morse Rd Columbus,OH,43230,Good,4.8,4.7,4.9,4.7,4.7,4.9,Galactic Aqua,Ash,All-wheel Drive,34,30,Hybrid,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,JTMDJREV5JD173031,JD173031,58539
2017,Toyota,RAV4 Hybrid Limited,Used,"$32,656 ",4.7,117,Dealer,Toyota of Plano,4.8,5520,6888 TX-121 Plano,TX,75024,Good,4.6,4.6,4.7,4.6,4.7,4.8,Silver,–,All-wheel Drive,34,30,Hybrid,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,JTMDJREV3HD140152,HD140152A,48269
2021,Chevrolet,Trailblazer LT,Used,"$29,905 ",4.8,85,Dealer,AutoNation Honda Roseville,4.7,2152,230 Automall Dr Roseville,CA,95661,Good,4.8,4.8,4.8,4.8,4.9,4.8,Midnight Blue Metallic,–,All-wheel Drive,26,30,Gasoline,9-Speed Automatic,1.3L I3 12V GDI DOHC Turbo,KL79MRSL7MB034645,MB034645,17347
2021,Chevrolet,Trailblazer ACTIV,Used,"$33,509 ",4.8,85,Dealer,Heartland Ford,2.5,3,1810 Highway 25B North Heber Springs,AR,72543,Good,4.8,4.8,4.8,4.8,4.9,4.8,Summit White,Jet Black,All-wheel Drive,26,30,Gasoline,9-Speed Automatic,1.3L I3 12V GDI DOHC Turbo,KL79MSSL0MB034316,UH198748B,29919
2020,GMC,Terrain SLT,Used,"$23,659 ",4.7,79,Dealer,STG Auto Group of Bellflower,3.9,11,8625 Artesia Blvd. Bellflower,CA,90706,Great,4.8,4.7,4.6,4.5,4.8,4.6,Ebony Twilight Metallic,Medium Ash Gray,Front-wheel Drive,26,30,Gasoline,9-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3GKALPEV8LL131116,F58648,60532
2020,GMC,Terrain SLE,Used,"$28,019 ",4.7,79,Dealer,Concord Chevrolet,4.1,51,1330 Concord Avenue Concord,CA,94520,Great,4.8,4.7,4.6,4.5,4.8,4.6,Satin Steel Metallic,Jet Black,Front-wheel Drive,26,30,Gasoline,9-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3GKALMEV9LL257600,LL257600A,18753
2019,GMC,Terrain SLT,Used,"$28,977 ",4.5,118,Dealer,AutoNation Chrysler Dodge Jeep Ram North Fort Worth,4.2,942,11200 N Fwy Service Rd E Fort Worth,TX,76177,Good,4.7,4.6,4.5,4.3,4.8,4.4,Smokey Quartz Metallic,–,Front-wheel Drive,26,30,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3GKALPEX1KL228402,KL228402,33405
2019,Buick,Encore Preferred,Used,"$19,875 ",4.7,182,Dealer,Miami Car Credit,4.7,1337,19390 NW 2nd Ave Miami,FL,33169,Good,4.7,4.6,4.6,4.6,4.8,4.7,Ebony Twilight Metallic,Ebony,Front-wheel Drive,25,30,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,KL4CJASB5KB841506,841506C01,49388
2020,Buick,Encore Essence,Used,"$21,050 ",4.9,21,Dealer,Hertz Car Sales Scottsdale,3.9,14,7300 E McDowell Rd Scottsdale,AZ,85257,Great,4.9,5,4.9,5,4.9,5,Ebony Twilight Metallic,Ebony,Front-wheel Drive,25,30,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,KL4CJCSBXLB060171,51838,48450
2019,Buick,Encore Essence,Used,"$21,154 ",4.7,182,Dealer,Hertz Car Sales Seattle,4.5,19,14500 1st Ave S Seattle,WA,98168,Great,4.7,4.6,4.6,4.6,4.8,4.7,Red,Black,Front-wheel Drive,25,30,Gasoline,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,KL4CJCSM2KB924047,54705,47107
2020,Buick,Encore Preferred,Used,"$21,987 ",4.9,21,Dealer,Dan Cummins Chevrolet Buick of Paris,4.8,2732,1020 Martin Luther King Jr Blvd Paris,KY,40361,Good,4.9,5,4.9,5,4.9,5,Ebony Twilight Metallic,Ebony,Front-wheel Drive,25,30,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,KL4CJASB0LB327600,111580A,36710
2019,Chevrolet,Equinox Premier w/1LZ,Chevrolet Certified,"$28,572 ",4.5,415,Dealer,Dave White Chevrolet,4.6,1605,5880 Monroe St Sylvania,OH,43560,Good,4.6,4.6,4.5,4.4,4.6,4.5,Mosaic Black Metallic,Jet Black,All-wheel Drive,25,30,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,2GNAXXEV0K6269985,227911,39996
2021,Chevrolet,Equinox 1LT,Used,"$29,176 ",4.8,68,Dealer,Gates of Elkhart,4.7,227,2405 Cassopolis St Elkhart,IN,46514,Great,4.8,4.8,4.7,4.7,4.8,4.7,Nightfall Gray Metallic,Jet Black,All-wheel Drive,25,30,Gasoline,6-Speed Automatic Electronic with Overdrive,4 Cylinder Engine,3GNAXUEV8ML308450,M8117B,34460
2021,GMC,Terrain SLT,Used,"$32,940 ",4.8,20,Dealer,Two Rivers Ford,4.9,821,76 Belinda Pkwy Mt Juliet,TN,37122,Good,4.8,4.8,4.6,4.6,4.9,4.8,Summit White,Brandy/Jet Black,Front-wheel Drive,25,30,Gasoline,Automatic,Turbocharged Gas 1.5L/92,3GKALPEV0ML338942,71184-2,39164
2018,Hyundai,Tucson Value,Used,"$22,987 ",4.7,274,Dealer,Gettel Hyundai of Charlotte County,4.7,676,1950 Tamiami Trail Punta Gorda,FL,33950,Good,4.7,4.7,4.6,4.7,4.8,4.7,Molten Silver,Gray,Front-wheel Drive,25,30,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 1.6 L/97,KM8J33A23JU680317,Y143551A,36992
2019,Hyundai,Kona SEL,Used,"$24,993 ",4.8,142,Dealer,BMW of Rockville,4.6,1611,1300 Rockville Pike Rockville,MD,20852,Good,4.8,4.7,4.7,4.7,4.9,4.8,Surf Blue,Black,All-wheel Drive,25,30,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,KM8K2CAA1KU384938,KU384938,12552
2017,Hyundai,Tucson Limited,Used,"$27,765 ",4.7,623,Dealer,AutoNation Honda Chandler,4.8,4504,1150 S Gilbert Rd Chandler,AZ,85286,Good,4.8,4.7,4.6,4.7,4.8,4.8,Mojave Sand,Beige,FWD,25,30,Gasoline,7-Speed Automatic with Auto-Shift,1.6L I4 16V GDI DOHC Turbo,KM8J33A20HU377912,HU377912,22492
2021,Hyundai,Kona SEL Plus,Used,"$29,990 ",5,48,Dealer,Causeway Ford Lincoln,4.8,863,375 Route 72 W Manahawkin,NJ,8050,Good,5,4.9,4.9,5,5,5,Thunder Gray,Black,All-wheel Drive,25,30,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,KM8K6CAA5MU658326,NMU658326,12139
2017,Kia,Soul Base,Used,"$18,504 ",4.8,457,Dealer,Larry H. Miller Volkswagen Avondale,4.5,710,10205 W. Papago Freeway Avondale,AZ,85323,Good,4.8,4.8,4.8,4.8,4.8,4.9,Bright Silver,Black,Front-wheel Drive,25,30,Gasoline,6-Speed Automatic,1.6L I4 16V GDI DOHC,KNDJN2A29H7459788,N0816B,14918
2018,Kia,Soul +,Used,"$19,942 ",4.8,411,Dealer,AutoNation Toyota Las Vegas,4.6,2022,6300 W Sahara Ave Las Vegas,NV,89146,Good,4.8,4.8,4.7,4.8,4.8,4.9,Mysterious Blue,–,Front-wheel Drive,25,30,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,KNDJP3A57J7603421,J7603421,24039
2021,Kia,Seltos SX,Kia Certified,"$33,186 ",4.8,113,Dealer,Kia Of Greer,4.2,234,14345 E Wade Hampton Blvd Greer,SC,29651,Good,4.8,4.8,4.7,4.8,4.9,4.8,Gravity Gray,Black,All-wheel Drive,25,30,Gasoline,7-Speed Automatic with Auto-Shift,1.6L I4 16V GDI DOHC Turbo,KNDETCA20M7182858,61672A,10138
2020,Mitsubishi,Outlander SEL,Used,"$23,893 ",4.7,28,Dealer,Joe Machens Ford Lincoln,4.8,1273,900 Bernadette Dr Columbia,MO,65203,Great,4.8,4.6,4.6,4.8,4.7,4.8,Mercury Gray Metallic,Black,Front-wheel Drive,25,30,Gasoline,Automatic CVT,2.4L I4 16V MPFI SOHC,JA4AD3A39LZ031843,J1547,46515
2019,Cadillac,XT4 Premium Luxury,Used,"$13,950 ",4.2,107,Dealer,AE of Miami,3.5,63,5700 NW 27th Ave Miami,FL,33142,NA,4.5,4.5,4,3.8,4.7,3.8,White,Beige,Front-wheel Drive,24,30,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1GYFZCR45KF186832,186832,69084
2020,Cadillac,XT4 Premium Luxury,Used,"$32,998 ",4.7,29,Dealer,CarMax Tampa - Now offering Curbside Pickup and Home Delivery,3,13,14920 N Nebraska Ave Tampa,FL,33613,Good,4.7,4.7,4.9,4.7,4.8,4.7,Gray,Black,Front-wheel Drive,24,30,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1GYFZCR40LF036063,22936417,45593
2019,Cadillac,XT4 Sport,Used,"$34,990 ",4.2,107,Dealer,Denton Chrysler Dodge Jeep Ram,4.3,70,4984 S Interstate E Denton,TX,76210,Good,4.5,4.5,4,3.8,4.7,3.8,Red Horizon Tintcoat,Jet Black,Front-wheel Drive,24,30,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1GYFZER43KF109372,KF109372,44616
2018,Chevrolet,Trax LT,Used,"$13,399 ",4.6,206,Dealer,Prestige Imports Auto Sales,3.7,54,654 W Bridge St Morrisville,PA,19067,NA,4.6,4.5,4.5,4.5,4.7,4.6,Black,Black,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,3GNCJPSB4JL174862,174862,34912
2019,INFINITI,QX50 Luxe,Used,"$38,998 ",4.7,87,Dealer,CarMax White Marsh - Now offering Curbside Pickup,2.8,32,10201 Philadelphia Rd White Marsh,MD,21162,Good,4.9,4.8,4.6,4.5,4.9,4.7,Lunar White,Graphite,All-wheel Drive,24,30,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,3PCAJ5M33KF136520,22895283,11857
2016,Kia,Soul Base,Used,"$16,570 ",4.7,330,Dealer,Advantage Chevrolet of Bridgeview,4.7,1585,8200 S Harlem Ave Bridgeview,IL,60455,Good,4.7,4.7,4.5,4.7,4.7,4.8,Clear White,Black,Front-wheel Drive,24,30,Gasoline,6-Speed Automatic,1.6L I4 16V GDI DOHC,KNDJN2A28G7256647,JP1477,42032
2016,Mazda,CX-5 Sport,Used,"$17,500 ",4.7,308,Dealer,Hickory Used Car Superstore,4.6,426,625 HWY 70 SE Hickory,NC,28602,Good,4.6,4.6,4.7,4.7,4.8,4.7,Sonic Silver Metalic,Black,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KE4BY4G0622476,HM762A,86216
2015,Mazda,CX-5 Grand Touring,Used,"$18,291 ",4.6,146,Dealer,Mark Mazda,4.5,588,3875 N 89th St Scottsdale,AZ,85251,Great,4.5,4.5,4.5,4.6,4.8,4.6,Meteor Gray Mica,Black,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KE4DY2F0534148,MZT1539B,83830
2016,Mazda,CX-5 Touring,Used,"$22,596 ",4.7,308,Dealer,Ourisman of Rockville ,4.5,710,801 Rockville Pike Rockville,MD,20852,Good,4.6,4.6,4.7,4.7,4.8,4.7,Soul Red Metallic,Black,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KE4CY6G0664064,M606216A,49037
2018,Mazda,CX-5 Sport,Used,"$26,812 ",4.8,270,Dealer,Kunes Chevrolet Buick GMC of Lake Geneva,4.6,124,715 S Wells St Lake Geneva,WI,53147,Good,4.8,4.8,4.7,4.8,4.8,4.8,Eternal Blue Mica,Black,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBBM8J0352786,30X165,33615
2018,Mazda,CX-5 Touring,Used,"$26,990 ",4.8,270,Dealer,Sentry West Mazda,4.4,158,940 Boston Tpke Shrewsbury,MA,1545,Great,4.8,4.8,4.7,4.8,4.8,4.8,Jet Black Mica,Black,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBCM8J0473414,10237P,37215
2019,Mazda,CX-5 Sport,Used,"$27,797 ",4.8,230,Dealer,Bob Johnson Buick GMC,4.7,276,4389 West Ridge road Rochester,NY,14626,Good,4.8,4.8,4.8,4.8,4.9,4.8,Soul Red Crystal Metallic,Black,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBBM9K1572983,BZ224095A,14766
2022,Mazda,CX-5 Carbon Edition,Used,"$32,988 ",4.6,7,Dealer,Grieco Mazda of Delray Beach,4,87,2001 S Federal Hwy Delray Beach,FL,33483,Good,4.4,4.3,4.3,4.6,4.7,4.9,Polymetal Gray Metallic,Black,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V,JM3KFBCM3N0525831,M35722A,14596
2020,Mitsubishi,Outlander Sport,Used,"$20,798 ",4.9,36,Dealer,Brooklyn Mitsubishi,4.6,1252,5910 Church Ave Brooklyn,NY,11203,Good,5,4.9,4.8,4.9,5,5,Black,–,Front-wheel Drive,24,30,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,JA4AP3AU4LU004126,LU00412A,17224
2019,Nissan,Rogue Sport S,Used,"$24,992 ",4.6,74,Dealer,Poughkeepsie Nissan,4.3,187,1445 U.S. 9 Wappingers Falls,NY,12590,Good,4.6,4.5,4.5,4.6,4.6,4.7,Gun Metallic,Charcoal,All-wheel Drive,24,30,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,JN1BJ1CR1KW337589,23997U,15405
2013,Subaru,Outback 2.5i Limited,Used,"$22,000 ",4.5,150,Dealer,Ferguson Superstore,4.9,5573,1601 N Elm Pl Broken Arrow,OK,74012,Good,4.6,4.5,4.3,4.5,4.5,4.6,Twighlight Blue Metallic,Black,All-wheel Drive,24,30,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,4S4BRCKC3D3228744,X1717,24773
2019,BMW,X3 sDrive30i,Used,"$17,450 ",4.7,99,Dealer,AE of Miami,3.5,63,5700 NW 27th Ave Miami,FL,33142,NA,4.7,4.7,4.8,4.3,4.8,4.6,Black,Black,Rear-wheel Drive,23,30,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR7C58KLF34272,F34272,59518
2022,BMW,X2 M35i,Used,"$44,773 ",4.8,2,Dealer,BMW of Warwick,4.7,715,1515 Bald Hill Rd Warwick,RI,2886,Good,5,4.5,5,4.5,4.5,5,Black Sapphire Metallic,Black,All-wheel Drive,23,30,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXYN1C06N5T48503,60103L,12610
2017,Ford,Escape SE,Used,"$18,750 ",4.7,748,Dealer,Town East Ford,4.6,1585,18411 Lyndon B Johnson Fwy Mesquite,TX,75150,Good,4.7,4.7,4.7,4.6,4.8,4.7,Magnetic Metallic,Black,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,1FMCU0GD5HUA22814,P21986,66955
2018,Ford,Escape SE,Used,"$18,863 ",4.7,578,Dealer,Courtesy Kia,4.5,587,9205 E Adamo Dr Tampa,FL,33619,Good,4.8,4.7,4.7,4.6,4.8,4.8,Lightning Blue Metallic,Charcoal Black,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,1FMCU0G99JUB48658,CKB230106C,77058
